"sku","name","selling_price","original_price","discount","availability","color","category","breadcrumbs","average_rating","reviews_count"
"GZ8172","Kaptir Super Shoes",72,90,18,"InStock","Black","Shoes","Men/Shoes",4.4,595
"FZ1927","Ultraboost 21 x Parley Shoes",126,180,54,"InStock","White","Shoes","Men/Shoes",4.5,207
"GZ5346","Kaptir Super Shoes",72,90,18,"InStock","White","Shoes","Women/Shoes",4.2,319
"GY2745","FortaRun Lace Running Shoes",44,55,11,"InStock","Red","Shoes","Kids/Shoes",4.7,104
"G58068","Response Super 2.0 Shoes",81,90,9,"InStock","Black","Shoes","Men/Shoes",4.5,94
"H05263","Ultraboost DNA 1.0 Shoes",144,180,36,"InStock","Turquoise","Shoes","Running/Shoes",4.8,584
"H05765","Racer TR21 Shoes",60,75,15,"InStock","Blue","Shoes","Men/Shoes",4.6,377
"H05264","Ultraboost DNA 1.0 Shoes",144,180,36,"InStock","Green","Shoes","Running/Shoes",4.8,584
"GX0538","NMD_R1 V2 Shoes",112,140,28,"InStock","White","Shoes","Men/Shoes",4.5,223
"GZ8193","Racer TR21 Shoes",60,75,15,"InStock","Blue","Shoes","Men/Shoes",4.6,377
"GX0544","NMD_R1 V2 Shoes",112,140,28,"InStock","White","Shoes","Men/Shoes",4.5,223
"H04566","Response Super 2.0 Shoes",81,90,9,"InStock","Blue","Shoes","Men/Shoes",4.5,94
"H04565","Response Super 2.0 Shoes",81,90,9,"InStock","Black","Shoes","Men/Shoes",4.5,94
"H04226","OZWEEGO Pure Shoes",96,120,24,"InStock","White","Shoes","Men/Shoes",4.6,318
"H02025","Response Super 2.0 Shoes",63,90,27,"InStock","Grey","Shoes","Women/Shoes",4.2,38
"FY2637","ZX 2K Boost Shoes",84,120,36,"InStock","White","Shoes","Kids/Shoes",4.8,80
"GY5062","ZX 2K Boost Shoes",84,120,36,"InStock","White","Shoes","Kids/Shoes",4.8,80
"H00651","Racer TR21 Shoes",60,75,15,"InStock","White","Shoes","Women/Shoes",4.8,78
"H04808","Lite Racer Adapt 4.0 Shoes",46,65,19,"InStock","White","Shoes","Men/Shoes",4.6,395
"FY2638","ZX 2K Boost Shoes",84,120,36,"InStock","Yellow","Shoes","Kids/Shoes",4.8,80
"GZ8194","Racer TR21 Shoes",60,75,15,"InStock","Grey","Shoes","Men/Shoes",4.6,377
"G58171","Racer TR Slides",28,35,7,"InStock","Blue","Shoes","Swim/Shoes",4.4,79
"H02816","Ultraboost Slip-On DNA Shoes",108,180,72,"InStock","Black","Shoes","Women/Shoes",4.5,385
"Q46276","ZX 1K Shoes",46,65,19,"InStock","Black","Shoes","Kids/Shoes",4.7,17
"Q46278","ZX 1K Shoes",46,65,19,"InStock","White","Shoes","Kids/Shoes",4.7,17
"GZ8191","Racer TR21 Shoes",60,75,15,"InStock","White","Shoes","Men/Shoes",4.6,377
"H00496","EQ21 Run COLD.RDY Shoes",68,85,17,"InStock","Black","Shoes","Men/Shoes",4.6,28
"GZ8206","Lite Racer BYD 2.0 Shoes",56,70,14,"InStock","Green","Shoes","Men/Shoes",4.6,135
"G55776","Racer TR21 Shoes",53,75,22,"OutOfStock","Black","Shoes","Women/Shoes",4.8,78
"G58844","Gamemode Firm Ground Cleats",80,100,20,"InStock","White","Shoes","Soccer/Shoes",4.7,24
"H04643","Bryony Shoes",56,80,24,"InStock","White","Shoes","Women/Shoes",4.4,44
"H01461","NMD_R1 Spectoo Shoes",96,120,24,"InStock","Purple","Shoes","Kids/Shoes",4.7,18
"GZ8183","Racer TR21 Shoes",60,75,15,"InStock","Burgundy","Shoes","Men/Shoes",4.6,377
"H00460","Postmove Shoes",56,70,14,"InStock","Black","Shoes","Men/Shoes",4.5,72
"GY5469","Bryony Shoes",56,80,24,"InStock","White","Shoes","Women/Shoes",4.4,44
"Q46277","ZX 1K Shoes",46,65,19,"InStock","White","Shoes","Kids/Shoes",4.7,17
"H00462","Postmove Shoes",56,70,14,"InStock","White","Shoes","Men/Shoes",4.5,72
"H02366","ZX 2K Shoes",56,70,14,"InStock","Green","Shoes","Kids/Shoes",4.9,14
"S42627","HULK STAN SMITH SHOES",42,60,18,"InStock","Black","Shoes","Kids/Shoes",4.6,8
"EW9589","Linear Superlite Super-No-Show Socks 6 Pairs",14,20,6,"InStock","Beige","Accessories","Men/Accessories",4.7,55
"H00466","Ownthegame Shoes",52,65,13,"InStock","Red","Shoes","Men/Shoes",4.7,105
"GT0133","Designed to Move High-Rise Sport Zebra Capri Tights",32,40,8,"InStock","Blue","Clothing","Women/Clothing",4.3,3
"GZ7408","Hamburg Shoes",56,70,14,"InStock","Pink","Shoes","Kids/Shoes",4.8,29
"EX6977","Creator Backpack",32,40,8,"InStock","Multicolor","Accessories","Training/Accessories",4.9,33
"GS3915","adidas x Zoe Saldana Feelbrilliant AEROREADY 7/8 Printed Sport Tights (Plus Size)",40,50,10,"InStock","Blue","Clothing","Women/Clothing",5,4
"EW9771","Superlite UB21 Tabbed No-Show Socks 2 Pairs",12,14,2,"InStock","Grey","Accessories","Men/Accessories",4.7,15
"H22737","Blue Version Luxe Backpack",196,280,84,"InStock","Black","Accessories","Originals/Accessories",5,1
"GV5302","AEROREADY Designed to Move Sport Motion Logo Hoodie",52,65,13,"InStock","Black","Clothing","Men/Clothing",4.8,89
"EW9877","Performance Mesh Boxer Briefs 3 Pairs",28,35,7,"InStock","Blue","Clothing","Men/Clothing",4.7,18
"H13274","4ATHLTS Backpack",28,40,12,"InStock","Blue","Accessories","Training/Accessories",4.8,206
"H07803","Essentials Logo Tee (Plus Size)",20,25,5,"InStock","White","Clothing","Women/Clothing",4.5,29
"H55477","Jayhawks Quarter-Zip Knit Sweatshirt",60,75,15,"InStock","Multi","Clothing","Men/Clothing",5,2
"Q47217","Kaptir 2.0 Shoes",52,65,13,"InStock","Black","Shoes","Kids/Shoes",4.7,41
"GH7271","Tiro Primegreen Bottom Compartment Duffel Bag Medium",32,45,13,"InStock","Blue","Accessories","Soccer/Accessories",4.8,38
"GK8732","Traveer WIND.RDY Jacket",80,100,20,"InStock","Purple","Clothing","Men/Clothing",5,3
"EX3625","Graphic Tee and Shorts Set",26,32,6,"InStock","Red","Clothing","Kids/Clothing",5,1
"GU1858","adidas x Classic LEGO® Tee",23,28,5,"InStock","Yellow","Clothing","Kids/Clothing",4.7,15
"GP6780","Ultimate Bra",46,65,19,"InStock","Black","Clothing","Women/Clothing",4.6,112
"GU1862","adidas x Classic LEGO® Tights",32,45,13,"InStock","Orange","Clothing","Kids/Clothing",5,1
"FX4190","Terrex Hyperhiker Low Hiking Shoes",42,60,18,"InStock","Grey","Shoes","Kids/Shoes",4.9,171
"FW2735","Terrex Speed Pro Trail Running Shoes",105,150,45,"InStock","Green","Shoes","Women/Shoes",4.3,15
"HB4778","adidas Love Unites All Me 3-Stripes Graphic Bra",41,45,4,"InStock","Black","Clothing","Women/Clothing",4.9,18
"GR9653","Designed to Move High-Rise Sport Zebra Capri Tights",32,40,8,"InStock","Black","Clothing","Women/Clothing",4.3,3
"HC2917","Hyperglam Light Support Bra",28,35,7,"InStock","Green","Clothing","Women/Clothing",4,11
"GY4919","Lite Racer Adapt 4.0 Shoes",44,55,11,"InStock","Blue","Shoes","Kids/Shoes",4.5,191
"GM1410","Marathon 3-Stripes Jacket",56,70,14,"InStock","Black","Clothing","Men/Clothing",4.8,39
"H20304","Camo Print Graphic Tee",19,23,4,"InStock","White","Clothing","Kids/Clothing",5,1
"H45131","HEAT.RDY Running Tank Top",41,45,4,"InStock","Red","Clothing","Women/Clothing",4.8,9
"GS4165","adidas x FARM Rio Print Boyfriend Cropped Cotton Logo Tee",23,25,2,"InStock","Purple","Clothing","Women/Clothing",4.8,13
"H29894","Runner Tee",36,45,9,"InStock","Purple","Clothing","Women/Clothing",4.6,76
"EW9777","Superlite No-Show Socks 6 Pairs",16,20,4,"InStock","Multicolor","Accessories","Men/Accessories",4.8,120
"HG6686","Crew Sweatshirt",56,70,14,"InStock","Green","Clothing","Women/Clothing",5,1
"HG6681","Crew Sweatshirt",56,70,14,"InStock","White","Clothing","Women/Clothing",5,1
"GS3923","adidas x Zoe Saldana AEROREADY Rib Tank Top",23,28,5,"InStock","White","Clothing","Women/Clothing",4.2,9
"HG6660","Long Sleeve Dress",56,70,14,"InStock","White","Clothing","Women/Clothing",5,1
"HG6659","Long Sleeve Dress",56,70,14,"InStock","Purple","Clothing","Women/Clothing",5,1
"HG6650","Leggings",40,50,10,"InStock","Green","Clothing","Women/Clothing",5,1
"HG6661","Long Sleeve Dress",56,70,14,"InStock","Green","Clothing","Women/Clothing",5,1
"HG6649","Leggings",40,50,10,"InStock","Black","Clothing","Women/Clothing",5,1
